#id	length	evalue	coverge	probability	score
contig_42:3094093..3098908#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	6.7e-51	100.0	0.99	165.1
contig_42:3094093..3098908#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	4.1e-115	100.0	0.98	377.0
contig_42:3094093..3098908#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	7.1e-88	100.0	1.0	286.9
contig_42:3094093..3098908#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	3.8e-30	100.0	0.99	97.5
contig_42:3094093..3098908#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.4e-27	100.0	0.99	88.6
contig_42:382273..390464#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	108	1e-23	80.5	0.92	77.3
contig_42:382273..390464#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	3.1e-18	100.0	0.99	59.8
contig_42:382273..390464#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	1.4e-90	100.0	1.0	295.4
contig_42:382273..390464#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1.7e-69	100.0	0.98	226.2
contig_42:382273..390464#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	283	1.3e-126	90.6	0.97	415.5
contig_42:382273..390464#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	2.6e-22	100.0	0.99	72.4
contig_42:4900925..4910895#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	3.4e-40	100.0	0.99	130.6
contig_42:4900925..4910895#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	1.4e-22	100.0	0.97	73.8
contig_42:4900925..4910895#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	1.6e-96	100.0	1.0	314.6
contig_42:4900925..4910895#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	54	4.1e-57	21.1	0.92	187.2
contig_42:4900925..4910895#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	197	1e-79	62.1	0.97	261.8
contig_42:5336562..5341900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2e-56	100.0	1.0	183.2
contig_42:5336562..5341900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.9e-112	100.0	0.99	368.2
contig_42:5336562..5341900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	190	1.7e-80	100.0	0.98	262.9
contig_42:5336562..5341900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	65	1.4e-17	98.6	0.95	57.7
contig_42:5336562..5341900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	99	1.1e-17	85.6	0.84	58.0
contig_42:6044600..6049557#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8e-36	100.0	0.99	115.8
contig_42:6044600..6049557#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.3e-39	100.0	1.0	125.1
contig_42:6044600..6049557#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.9e-100	100.0	1.0	328.0
contig_42:6044600..6049557#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	8.3e-126	100.0	0.99	412.1
contig_42:6044600..6049557#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.5e-62	100.0	1.0	202.0
contig_42:762424..767612#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	4.7e-50	100.0	1.0	162.8
contig_42:762424..767612#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	76	9e-34	100.0	0.99	109.4
contig_42:762424..767612#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	3.2e-98	100.0	1.0	320.2
contig_42:762424..767612#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	1.4e-70	100.0	1.0	229.8
contig_42:762424..767612#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	307	7.3e-153	98.4	0.99	501.8
contig_42:8079719..8084459#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.2e-12	90.0	0.89	41.9
contig_42:8079719..8084459#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.4e-28	100.0	0.98	91.7
contig_42:8079719..8084459#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.6e-71	100.0	0.97	233.6
contig_42:8079719..8084459#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.1e-117	100.0	0.99	385.3
contig_42:8079719..8084459#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.5e-53	100.0	0.99	172.1
contig_42:859283..864028#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	6.1e-21	100.0	0.97	68.4
contig_42:859283..864028#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	2e-19	100.0	0.92	63.6
contig_42:859283..864028#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	2.5e-73	100.0	0.98	239.5
contig_42:859283..864028#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.4e-111	100.0	0.99	365.4
contig_42:859283..864028#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.9e-59	100.0	0.97	193.0
contig_42:940575..943801#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	2.7e-71	99.5	0.97	232.9
contig_42:940575..943801#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	158	2.6e-62	60.7	0.97	203.9
contig_42:940575..943801#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.9e-51	100.0	0.99	167.1
contig_43:10506089..10509959#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	3.5e-39	100.0	0.99	127.3
contig_43:1073873..1078802#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.2e-61	100.0	1.0	199.0
contig_43:1073873..1078802#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	9e-131	100.0	0.99	428.4
contig_43:1073873..1078802#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	164	2.5e-78	80.0	0.98	255.8
contig_43:1073873..1078802#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.2e-38	100.0	1.0	124.7
contig_43:1073873..1078802#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	63	1.8e-16	54.8	0.93	53.7
contig_43:10952565..10954947#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	151	4.4e-65	56.4	0.99	213.0
contig_43:10952565..10954947#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	4.2e-39	76.4	0.94	127.2
contig_43:11654461..11659609#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	49	5.2e-11	37.7	0.96	36.4
contig_43:11654461..11659609#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	2.2e-24	100.0	0.97	79.6
contig_43:11654461..11659609#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	1.3e-92	99.4	0.99	301.8
contig_43:12947807..12952588#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	2.2e-15	97.8	0.94	50.6
contig_43:12947807..12952588#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.9e-21	100.0	0.98	69.1
contig_43:12947807..12952588#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	7.8e-76	100.0	0.97	247.7
contig_43:12947807..12952588#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.3e-103	100.0	0.98	339.2
contig_43:12947807..12952588#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.6e-53	100.0	1.0	173.1
contig_43:13140634..13143778#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	2.5e-26	100.0	0.95	86.2
contig_43:13170295..13174004#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	126	8.8e-58	100.0	1.0	187.6
contig_43:13170295..13174004#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	2.4e-105	100.0	0.97	344.9
contig_43:13170295..13174004#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	8.7e-68	99.5	0.94	221.4
contig_43:13170295..13174004#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	30	0.001	40.8	0.92	13.3
contig_43:13368302..13377961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	315	5.5e-137	100.0	0.98	449.9
contig_43:13368302..13377961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	108	2.7e-42	86.0	0.99	137.4
contig_43:13368302..13377961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	43	1.5e-11	21.8	0.95	37.9
contig_43:13368302..13377961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	1.7e-23	100.0	0.97	76.7
contig_43:13368302..13377961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	1.3e-39	100.0	0.99	128.7
contig_43:13388826..13393683#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	102	2.9e-18	100.0	0.91	59.9
contig_43:13388826..13393683#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	5.3e-19	98.6	0.97	62.2
contig_43:13388826..13393683#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.4e-71	100.0	0.94	233.8
contig_43:13388826..13393683#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	148	3.9e-58	49.8	0.95	190.2
contig_43:13388826..13393683#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.1e-53	100.0	1.0	174.3
contig_43:13434913..13437300#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	53	2.7e-16	36.2	0.94	53.3
contig_43:13434913..13437300#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	2.9e-27	100.0	1.0	88.3
contig_43:13434913..13437300#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	3.1e-29	100.0	0.96	94.6
contig_43:13932447..13942456#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	251	4.1e-111	78.8	0.96	364.9
contig_43:13932447..13942456#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	68	1.6e-22	25.3	0.95	74.0
contig_43:13932447..13942456#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	5.1e-92	100.0	1.0	299.9
contig_43:13932447..13942456#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	2.4e-23	100.0	0.97	76.2
contig_43:13932447..13942456#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	1.3e-32	100.0	0.96	106.1
contig_43:410989..415614#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.5e-42	100.0	0.99	136.6
contig_43:410989..415614#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	2.3e-32	100.0	0.99	104.6
contig_43:410989..415614#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	202	5.8e-100	100.0	0.98	326.4
contig_43:410989..415614#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	9.5e-129	100.0	0.99	421.7
contig_43:410989..415614#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.9e-61	100.0	1.0	198.6
contig_43:6435787..6440934#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	105	1.5e-51	73.7	0.97	167.1
contig_43:6762842..6767608#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.5e-51	99.2	0.98	166.5
contig_43:6762842..6767608#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	257	1.8e-116	100.0	1.0	381.5
contig_43:6762842..6767608#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	8.3e-86	100.0	0.99	280.2
contig_43:6762842..6767608#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.5e-29	100.0	0.98	95.6
contig_43:6762842..6767608#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.3e-24	98.9	0.98	79.0
contig_43:7181200..7187605#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	6.9e-78	100.0	1.0	252.3
contig_43:7181200..7187605#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	263	2.9e-152	99.6	1.0	499.1
contig_43:7181200..7187605#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	202	1.3e-111	100.0	0.99	364.7
contig_43:7181200..7187605#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	33	5.2e-13	43.7	0.96	42.2
contig_43:7181200..7187605#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	9.3e-46	100.0	1.0	147.9
contig_43:7835356..7838650#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	76	2.2e-27	33.0	0.94	89.6
contig_43:7835356..7838650#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	257	1.5e-112	100.0	0.97	368.5
contig_43:7835356..7838650#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	9.5e-50	96.1	0.99	161.6
contig_43:7900726..7906156#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	6.8e-57	100.0	1.0	184.7
contig_43:7900726..7906156#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.2e-107	100.0	0.98	351.6
contig_43:7900726..7906156#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	190	1.3e-80	100.0	0.98	263.3
contig_43:7900726..7906156#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	65	1.8e-17	98.6	0.94	57.3
contig_43:7900726..7906156#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	99	8.6e-18	85.6	0.84	58.3
contig_43:7948461..7958603#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	315	1.6e-138	100.0	0.98	455.0
contig_43:7948461..7958603#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	1.2e-90	100.0	0.99	295.5
contig_43:7948461..7958603#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	4.6e-23	98.7	0.96	75.4
contig_43:7948461..7958603#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	2.4e-39	100.0	0.99	127.9
contig_43:8239689..8244675#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	6e-49	100.0	0.97	159.0
contig_43:8239689..8244675#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.2e-104	100.0	0.98	341.3
contig_43:8239689..8244675#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	2.6e-76	100.0	0.97	249.2
contig_43:8239689..8244675#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	73	5.8e-24	100.0	0.98	78.1
contig_43:8239689..8244675#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	3e-14	98.9	0.96	47.0
contig_43:8552060..8556035#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	106	2.5e-13	97.8	0.94	44.0
contig_43:8552060..8556035#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.3e-28	100.0	0.99	93.1
contig_43:8552060..8556035#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	122	4.1e-34	51.5	0.89	111.6
contig_43:8552060..8556035#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1e-52	100.0	0.98	171.2
contig_43:8727422..8732460#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	74	2.1e-22	34.6	0.89	72.8
contig_43:9215775..9218498#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.7e-112	100.0	0.99	368.4
contig_43:9215775..9218498#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3e-50	100.0	0.97	163.2
contig_43:9311099..9316932#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	3e-32	100.0	0.99	104.5
contig_43:9311099..9316932#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	64	1e-19	91.2	0.98	64.4
contig_43:9311099..9316932#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	54	4.7e-19	25.9	0.96	62.3
contig_43:9311099..9316932#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	85	9.4e-24	29.3	0.9	77.7
contig_43:9311099..9316932#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	93	3.3e-31	62.7	0.95	101.5
contig_44:100106..105942#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	3.2e-32	100.0	0.99	104.4
contig_44:100106..105942#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	1.8e-25	100.0	1.0	82.8
contig_44:100106..105942#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	53	6.8e-27	25.4	0.98	87.9
contig_44:100106..105942#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	87	9.9e-24	29.3	0.9	77.6
contig_44:100106..105942#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	93	5.6e-31	62.7	0.95	100.7
contig_44:109793..115136#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.5e-56	100.0	1.0	182.4
contig_44:109793..115136#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	6e-111	100.0	0.99	363.3
contig_44:109793..115136#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	190	5e-78	99.5	0.98	254.8
contig_44:109793..115136#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	65	1.1e-17	98.6	0.95	58.0
contig_44:109793..115136#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	99	4.8e-16	84.4	0.83	52.7
contig_44:1152577..1158855#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	9.9e-47	100.0	1.0	151.0
contig_44:1152577..1158855#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	50	4.6e-21	66.2	0.97	68.0
contig_44:1152577..1158855#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	210	4.6e-117	100.0	0.95	382.4
contig_44:1152577..1158855#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	258	6.5e-147	100.0	0.99	481.6
contig_44:1152577..1158855#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	3.3e-76	100.0	1.0	246.9
contig_44:1216796..1227458#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	3.6e-30	98.7	0.99	97.6
contig_44:1216796..1227458#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.3e-49	89.8	0.95	160.0
contig_44:208319..212476#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	89	7.4e-13	50.0	0.78	42.4
contig_44:208319..212476#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	82	7.5e-16	56.2	0.96	52.1
contig_44:304974..315262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	202	6.9e-91	62.4	0.99	298.5
contig_44:304974..315262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	173	9.7e-89	97.7	0.99	289.2
contig_44:304974..315262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	51	3.5e-08	49.4	0.92	27.7
contig_44:304974..315262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	4.8e-38	100.0	0.98	123.7
contig_44:341579..346154#LTR/unknown|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.8e-19	100.0	1.0	63.5
contig_44:341579..346154#LTR/unknown|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	76	2.7e-20	35.5	0.95	66.4
contig_44:341579..346154#LTR/unknown|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	100	4.9e-34	73.0	0.92	110.6
contig_44:406532..417237#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	2.7e-29	100.0	0.99	94.8
contig_44:406532..417237#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.4e-57	100.0	0.99	187.1
contig_44:464376..474932#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	7.8e-58	100.0	0.99	187.9
contig_44:464376..474932#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	4.2e-114	100.0	1.0	372.6
contig_44:464376..474932#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	2.8e-78	100.0	1.0	254.7
contig_44:464376..474932#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	3.6e-179	100.0	1.0	588.4
contig_44:594944..605897#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	91	2.4e-25	58.6	0.92	82.9
contig_44:594944..605897#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.2e-27	100.0	0.98	89.5
contig_44:620696..631526#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	3.8e-32	100.0	0.97	104.6
contig_44:620696..631526#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	9e-26	100.0	0.98	84.0
contig_44:620696..631526#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	119	1.1e-50	63.8	0.98	165.3
contig_44:620696..631526#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	121	6.4e-40	100.0	0.96	129.7
contig_44:620696..631526#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	2.2e-143	100.0	0.99	471.0
contig_44:666679..673802#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	126	7.8e-42	96.1	0.97	135.9
contig_44:666679..673802#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	6.6e-95	100.0	1.0	309.5
contig_44:666679..673802#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1.8e-77	100.0	1.0	252.0
contig_44:666679..673802#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	307	5.5e-157	100.0	0.99	515.3
contig_44:666679..673802#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	3.7e-21	100.0	0.99	68.7
contig_44:792913..798260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	1.8e-27	100.0	0.99	89.9
contig_44:792913..798260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	65	4.7e-16	75.7	0.96	52.6
contig_44:792913..798260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.3e-91	100.0	1.0	297.3
contig_44:792913..798260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	6.4e-59	100.0	0.99	192.0
contig_44:792913..798260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.8e-150	100.0	1.0	493.5
contig_44:792913..798260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	7.9e-17	100.0	0.92	55.1
contig_44:946501..952893#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	3.4e-53	100.0	1.0	172.9
contig_44:946501..952893#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	49	5.2e-19	60.0	0.96	62.1
contig_44:946501..952893#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	4.2e-102	100.0	1.0	332.8
contig_44:946501..952893#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	1.3e-79	100.0	1.0	259.1
